"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"Brick",2006-04-14,"Action, Crime, Drama",110,"USA","English","Rian Johnson","Rian Johnson","Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White, Jonathan Cauff, Reedy Gibbs, Lucas Babin, Tracy Bitterolf, Ari Welkom","A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.",7.3,99841,475000,3947579,514,3472579,0.00133864206176939,0.0200907175138606,0.0279187817258883,0.291666666666667,14,0.335118904552777,0.116016081920879
"Coach Carter",2005-06-03,"Biography, Drama, Sport",136,"USA, Germany","English","Thomas Carter","Mark Schwahn, John Gatins","Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan, Mel Winkler, Vincent Laresca, Sidney Faison, Octavia Spencer","Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.",7.3,123840,3e+07,76669554,240,46669554,0.0182561778381789,0.0310707942494942,0.00117141741507224,0.291666666666667,15,0.337959550300121,0.117011397827281
"Hotel Rwanda",2005-03-11,"Biography, Drama, History",121,"UK, South Africa, Italy","English","Terry George","Keir Pearson, Terry George","Xolani Mali, Don Cheadle, Desmond Dube, Hakeem Kae-Kazim, Tony Kgoroge, Rosie Motene, Neil McCarthy, Mabutho 'Kid' Sithole, Nick Nolte, Fana Mokoena, Jeremiah Ndlovu, Sophie Okonedo, Lebo Mashile, Antonio David Lyons, Leleti Khumalo","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",8.1,329292,17500000,33882243,674,16382243,0.0063945447628596,0.125069657764199,0.0435376805935182,0.625,15,0.778009621595657,0.271197760552631
"The Devil's Rejects",2006-05-12,"Horror",107,"USA, Germany","English","Rob Zombie","Rob Zombie, Rob Zombie","Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe, Ken Foree, Matthew McGrory, Leslie Easterbrook, Geoffrey Lewis, Priscilla Barnes, Dave Sheridan, Kate Norby, Lew Temple, Danny Trejo, Dallas Page, Brian Posehn","The murderous, backwoods Firefly family take to the road to escape a vengeful police force which is not afraid of being as ruthless as their target.",6.8,91542,7e+06,20901859,735,13901859,0.00542313449491297,0.0162937402719329,0.049492385786802,0.0833333333333334,14,0.146463595949944,0.0499143409152198
"Perfume: The Story of a Murderer",2006-09-22,"Crime, Drama",147,"Germany, France, Spain, USA","English","Tom Tykwer","Andrew Birkin, Bernd Eichinger","Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany, Andrés Herrera, Simon Chandler, David Calder, Richard Felix, Birgit Minichmayr, Reg Wilson, Catherine Boisgontier, Núria Casas, Carlos Gramaje, Sian Thomas, Michael Smiley","Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",7.5,231194,6e+07,135039924,560,75039924,0.0293670657988516,0.080187639029577,0.0324092151503319,0.375,14,0.503136236132105,0.174886612619275
"Wedding Crashers",2005-09-09,"Comedy, Romance",119,"USA","English","David Dobkin","Steve Faber, Bob Fisher","Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams, Isla Fisher, Jane Seymour, Ellen Albertini Dow, Keir O'Donnell, Bradley Cooper, Ron Canada, Henry Gibson, Dwight Yoakam, Rebecca De Mornay, David Conrad, Jennifer Alden","John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",6.9,327881,4e+07,288467645,671,248467645,0.0972877865122504,0.124424093854286,0.0432448262397501,0.125,15,0.368086847463587,0.127567511032092
"Eight Below",2006-03-31,"Adventure, Drama, Family",120,"USA","English","Frank Marshall","David DiGilio, Toshirô Ishidô","Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg, Jason Biggs, D.J., Timba, Koda, Jasmin, Apache, Buck, Noble, Troika","Brutal cold forces two Antarctic explorers to leave their team of sled dogs behind as they fend for their survival.",7.3,59899,4e+07,120455994,286,80455994,0.0314881994660247,0.00181636337516002,0.00566185083951581,0.291666666666667,14,0.329714703163109,0.114122537958358
"Memoirs of a Geisha",2005-12-16,"Drama, Romance",145,"USA, Japan, France","English","Rob Marshall","Robin Swicord, Arthur Golden","Suzuka Ohgo, Togo Igawa, Mako, Samantha Futerman, Elizabeth Sung, Thomas Ikeda, Li Gong, Tsai Chin, Kaori Momoi, Zoe Weizenbaum, David Okihiro, Miyako Tachibana, Kotoko Kawamura, Karl Yune, Eugenia Yuan","Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.",7.4,136390,8.5e+07,162242962,581,77242962,0.0302298570980522,0.0368126986218514,0.0344591956267083,0.333333333333334,15,0.425538750647525,0.1476977202092
"Derailed",2006-01-13,"Crime, Drama, Thriller",108,"USA, UK","English","Mikael Håfström","Stuart Beattie, James Siegel","Vincent Cassel, Clive Owen, Addison Timlin, Melissa George, Jennifer Aniston, Sandra Bee, RZA, William Armstrong, Tom Conti, Rachael Blake, Richard Leaf, Xzibit, Catherine McCord, Denis O'Hare, Georgina Chapman","When two married business executives having an affair are blackmailed by a violent criminal, the two must turn the tables on him to save their families.",6.6,70124,2.2e+07,57479076,391,35479076,0.0138735720672859,0.00649452849128374,0.0159117532213979,0,14,0.0335282051485855,0.0103436232481098
"Tangled",2010-11-26,"Animation, Adventure, Comedy",100,"USA","English","Nathan Greno, Byron Howard","Dan Fogelman, Jacob Grimm","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Delaney Rose Stein, Nathan Greno, Byron Howard, Tim Mertens, Michael Bell, Bob Bergen","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",7.7,396086,2.6e+08,592461732,494,332461732,0.130182982803874,0.15562939964844,0.0259664193674346,0.458333333333333,10,0.753603424333457,0.26264622737656
"Bridge to Terabithia",2007-03-30,"Drama, Family, Fantasy",96,"USA","English","Gabor Csupo","Jeff Stockwell, David Paterson","Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick, Bailee Madison, Kate Butler, Devon Wood, Emma Fenton, Grace Brannigan, Latham Gaines, Judy McIntosh, Patricia Aldersley, Lauren Clinton, Isabelle Rose Kircher, Cameron Wakefield","A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.",7.1,140410,1.7e+07,137587063,565,120587063,0.0472050128668025,0.0386519381100487,0.0328973057399453,0.208333333333333,13,0.318856261111635,0.110317917089075
"A History of Violence",2005-12-16,"Drama, Thriller",96,"Canada, USA","English","David Cronenberg","John Wagner, Vince Locke","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt, Ashton Holmes, Peter MacNeill, Stephen McHattie, Greg Bryk, Kyle Schmid, Sumela Kay, Gerry Quigley, Deborah Drakeford, Heidi Hayes, Aidan Devine, Bill MacDonald","A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core in this action thriller.",7.4,220412,3.2e+07,61385065,1172,29385065,0.0114869315880779,0.075254634014218,0.092151503319016,0.333333333333334,15,0.490390819124224,0.17042082652344
"The Island",2005-08-26,"Action, Sci-Fi, Thriller",136,"USA","English","Michael Bay","Caspian Tredwell-Owen, Alex Kurtzman","Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean, Steve Buscemi, Michael Clarke Duncan, Ethan Phillips, Brian Stepanek, Noa Tishby, Siobhan Flynn, Troy Blendell, Jamie McBride, Kevin McCorkle, Gary Nickens, Kathleen Rose Perkins","A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth.",6.8,297368,1.26e+08,162949164,954,36949164,0.0144493129920721,0.110463717112156,0.0708707536118704,0.0833333333333334,15,0.255464794781081,0.0881065819276941
"Lord of War",2005-11-18,"Action, Crime, Drama",122,"USA, Germany, France","English","Andrew Niccol","Andrew Niccol","Nicolas Cage, Bridget Moynahan, Jared Leto, Shake Tukhmanyan, Jean-Pierre Nshanian, Jared Burke, Eric Uys, David Shumbris, Stewart Morgan, Jasper Lenz, Stephen Gregor, Kobus Marx, Stephan De Abreu, Jeremy Crutchley, Ian Holm","An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.",7.6,289908,5e+07,72617068,485,22617068,0.00883633322136052,0.107050601046994,0.0250878563061304,0.416666666666667,15,0.540406006282048,0.187945331783009
"A Good Year",2006-12-15,"Comedy, Drama, Romance",117,"USA, UK","English","Ridley Scott","Marc Klein, Peter Mayle","Freddie Highmore, Albert Finney, Russell Crowe, Rafe Spall, Archie Panjabi, Richard Coyle, Ben Righton, Patrick Kennedy, Ali Rhodes, Daniel Mays, Nila Aalia, Stephen Hudson, Giannina Facio, Tom Hollander, Lionel Briand","A British investment broker inherits his uncle's chateau and vineyard in Provence, where he spent much of his childhood. He discovers a new laid-back lifestyle as he tries to renovate the estate to be sold.",7,86962,3.5e+07,42269923,228,7269923,0.00282582265659887,0.0141982883177181,0,0.166666666666667,14,0.181947128198457,0.0623471914722909
"John Carter",2012-03-07,"Action, Adventure, Sci-Fi",132,"USA","English","Andrew Stanton","Andrew Stanton, Mark Andrews","Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Arkie Reece, Davood Ghadami, Pippa Nixon","Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",6.6,251828,2.5e+08,284139100,897,34139100,0.0133487878221036,0.0896281533578016,0.0653065208902772,0,8,0.156806819533288,0.0535384376423848
"Sin City",2005-06-01,"Crime, Thriller",124,"USA","English","Frank Miller, Quentin Tarantino","Frank Miller, Robert Rodriguez","Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe, Cara D. Briggs, Jude Ciccolella, Jeffrey J. Dashnaw, Rosario Dawson, Jesse De Luna, Benicio Del Toro, Jason Douglas, Michael Clarke Duncan, Tommy Flanagan, Christina Frankenfield, Rick Gomez","A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",8,733158,4e+07,158733820,1780,118733820,0.0464792142488464,0.30984734312248,0.151503319016009,0.583333333333333,15,1.03098703639826,0.359836917740447
"Underworld: Evolution",2006-02-10,"Action, Fantasy, Thriller",106,"USA, Canada","English","Len Wiseman","Danny McBride, Len Wiseman","Kate Beckinsale, Scott Speedman, Tony Curran, Derek Jacobi, Bill Nighy, Steven Mackintosh, Shane Brolly, Brian Steele, Zita Görög, Scott McElroy, John Mann, Michael Sheen, Sophia Myles, Richard Cetrone, Mike Mukatis","Picking up directly from the previous movie, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them.",6.7,187347,5e+07,111476513,521,61476513,0.0240551315524686,0.0601266604626648,0.0286021085513471,0.0416666666666669,14,0.143554051740199,0.0488948841121145
"The New World",2006-01-13,"Biography, Drama, History",135,"USA, UK","English","Terrence Malick","Terrence Malick","Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale, August Schellenberg, Wes Studi, David Thewlis, Yorick van Wageningen, Raoul Max Trujillo, Michael Greyeyes, Kalani Queypo, Ben Mendelsohn, Noah Taylor, Brían F. O'Byrne, Ben Chaplin","The story of the English exploration of Virginia, and of the changing world and loves of Pocahontas.",6.7,81800,3e+07,49334775,723,19334775,0.00755086567979867,0.0118365584077493,0.0483209683717298,0.0416666666666669,14,0.101987292679342,0.0343305701670995
"The Exorcism of Emily Rose",2005-10-07,"Drama, Horror, Thriller",119,"USA","English","Scott Derrickson","Paul Harris Boardman, Scott Derrickson","Laura Linney, Tom Wilkinson, Campbell Scott, Jennifer Carpenter, Colm Feore, Joshua Close, Kenneth Welsh, Duncan Fraser, JR Bourne, Mary Beth Hurt, Henry Czerny, Shohreh Aghdashloo, Steve Archer, Arlene Belcastro, David Berner","A lawyer takes on a negligent homicide case involving a priest who performed an exorcism on a young girl.",6.7,117192,1.9e+07,145166804,557,126166804,0.0493902461612773,0.0280291862600575,0.0321163607965638,0.0416666666666669,15,0.143357388529354,0.048825976532864
"Das Leben der Anderen",2007-04-06,"Drama, Mystery, Thriller",137,"Germany, France","German","Florian Henckel von Donnersmarck","Florian Henckel von Donnersmarck","Martina Gedeck, Ulrich Mühe, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner, Herbert Knaup, Bastian Trost, Marie Gruber, Volker Michalowski, Werner Daehn, Martin Brambach","In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",8.4,349642,2e+06,77356942,511,75356942,0.0294912217925702,0.134380235770371,0.0276259273721203,0.75,13,0.922859507759377,0.321950796503773
"Million Dollar Baby",2005-02-18,"Drama, Sport",132,"USA","English","Clint Eastwood","Paul Haggis, F.X. Toole","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, Brían F. O'Byrne, Anthony Mackie, Margo Martindale, Riki Lindhome, Michael Peña, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio","A determined woman works with a hardened boxing trainer to become a professional.",8.1,623282,3e+07,216763646,1230,186763646,0.0731222144871251,0.259576627200796,0.0978133541585318,0.625,15,1.00889611132132,0.352096618149488
"The 40 Year Old Virgin",2006-01-13,"Comedy, Romance",116,"USA","English","Judd Apatow","Judd Apatow, Steve Carell","Steve Carell, Catherine Keener, Paul Rudd, Romany Malco, Seth Rogen, Elizabeth Banks, Leslie Mann, Jane Lynch, Gerry Bednob, Shelley Malil, Kat Dennings, Jordan Masterson, Chelsea Smith, Jonah Hill, Erica Vittina Phillips","Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",7.1,387842,2.6e+07,177378645,591,151378645,0.0592641371480108,0.151857586130853,0.0354353768059352,0.208333333333333,14,0.431889543232913,0.149922934276956
"The Guardian",2007-01-19,"Action, Adventure, Drama",139,"USA","English","Andrew Davis","Ron L. Brinkerhoff","Kevin Costner, Ashton Kutcher, Sela Ward, Melissa Sagemiller, Clancy Brown, Omari Hardwick, Alex Daniels, Daniel J. Molthen, Andrew Schanno, Adam Pena, Joe Arquette, Gary Billburg, Joshua Mitcheltree, Rusty Tennant, James Barnes","A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",6.9,86282,7e+07,94973540,288,24973540,0.00975921495940137,0.0138871731804111,0.00585708707536119,0.125,13,0.152232011645926,0.0519354996261656
"The Departed",2006-10-27,"Crime, Drama, Thriller",151,"USA","English","Martin Scorsese","William Monahan, Alan Mak","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan, James Badge Dale, David O'Hara, Mark Rolston, Robert Wahlberg, Kristen Dalton","An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.",8.5,1159703,9e+07,291465034,2340,201465034,0.0788798226866084,0.50500117583221,0.206169465052714,0.791666666666667,14,1.49438038486637,0.522202383790862
"Sweeney Todd: The Demon Barber of Fleet Street",2008-02-22,"Drama, Horror, Musical",116,"USA, UK","English","Tim Burton","John Logan, Hugh Wheeler","Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders, Gracie May Weldon, Ava May, Gabriella Freeman, Jody Halse, Aron Paramor, Lee Whitlock","The infamous story of Benjamin Barker, aka Sweeney Todd, who sets up a barber shop in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett.",7.3,337635,5e+07,153383627,841,103383627,0.0404675099743621,0.128886765985599,0.0598399062866068,0.291666666666667,12,0.500640134026927,0.174012019181634
